"ProjectID","ProjectName","ShortName","Country","State","Region","City","County","LatitudeDegrees","LatitudeMinutes","LatitudeSeconds","LatitudeDirection","LongitudeDegrees","LongitudeMinutes","LongitudeSeconds","LongitudeDirection","Technology","Status","StatusDate","PPADateMonth","PPADateDay","PPADateYear","FeedInTariffType","TariffRate","TariffRateUnit","TariffYears","TariffInfo","BreakGroundMonth","BreakGroundDay","BreakGroundYear","ProductionStartMonth","ProductionStartDay","ProductionStartYear","SiteSolarResource","SiteSolarResourceDataSource","ProjectType","Cost","CostCurrency","CostInfoSource","ElectricityGeneration","ElectricityGenerationBasis","ElectricityGenerationExplanation","ContactCompany","ContactWebSite","Contact1","Contact1Email","ContactCompany2","ContactWebSite2","Contact2","Contact2Email","ConstructionJobYears","AnnualOperationsJobs","Developer1","Developer2","Operator1","Operator2","EPCContractor","EPCContractorTask","LandArea","LandAreaUnits","DriveManufacturer1","DriveManufacturer2","HeatTransferFluidType","HeatTransferFluidCompany","GrossTurbineCapacity","NetCapacity","OtherTurbineCapacity","CapacityUnit","TurbineThermodynamicCycleType","PowerCyclePressure","PowerCyclePressureUnits","TurbineSupplier","TurbineSupplierCountry","CoolingMethod","CoolingMethodDescription","TurbineEfficiency","DesignPointSolarElectricEfficiency","DesignPointConditions","AnnualSolarElectricEfficiency","BackupType","BackupPercent","StorageType","StorageCapacity","StorageCapacityUnit","StorageDescription","LongDescription","Photo","AltText","Caption","Credit","PublishStatus"
"4304","Qinghai Gonghe 50 MW CSP Plant","","CN","  ","Qinghai Province","Gonghe","","","","","","","","","","Power tower","Under development","2016/09/26","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Supcon Solar","","","","","","","","","","Molten Salt","","50.0","50.0","","  ","Steam Rankine","","","","","","","","","","","","","2-tank direct","6","hours","Molten Salt","","","","","","published"
"4305","Hami 50 MW CSP Project","","CN","  ","Xinjiang Autonomous Region","Hami","","","","","","","","","","Power tower","Under development","2016/09/26","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Supcon Solar","","","","","","","","","","Molten Salt","","50.0","50.0","","MW","","","","","","","","","","","","","","2-tank direct","8","hours","Molten Salt","","","","","","published"
"4306","Golden Tower 100MW Molten Salt project","","CN","  ","Gansu Province","Jinta","","","","","","","","","","Power tower","Under development","2016/09/26","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","SunCan","","","","","","","","","","Molten Salt","","100.0","100.0","","  ","Steam Rankine","","","","","","","","","","","","","2-tank direct","8","hours","Molten Salt","","","","","","published"
"4307","Yumen 50MW Molten Salt Tower CSP project","","CN","  ","Gansu Province","Yumen","","","","","","","","","","Power tower","Under construction","2017/07/12","","","","","","","","","June","8","2017","","","2018","","","","1790","CNY million","","216000","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","China Sinogy Electric Engineering Co., Ltd","","","","","","","","","","Molten Salt","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","9","hours","Molten Salt","","","","","","Published"
"5303","Yumen 100MW Molten Salt Tower CSP project","","CN","  ","Gansu Province","Yumen","","","","","","","","","","Power tower","Under development","2016/09/27","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","SunCan","","","","","","","","","","Molten Salt","","100.0","100.0","","MW","","","","","","","","","","","","","","2-tank direct","10","hours","Molten Salt","","","","","","published"
"5304","Shangyi 50MW DSG Tower CSP project","","CN","  ","Hebei Province","Shangyi","","","","","","","","","","Power tower","Under development","2016/09/27","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Institute of Electrical Engineering of CAS","","","","","","","","","","Water/Steam","","50.0","50.0","","MW","","","","","","","","","","","","","","2-tank indirect","4","hours","Molten Salt","","","","","","published"
"5305","Yumen 50MW Thermal Oil Trough CSP project","","CN","  ","Gansu Province","Yumen","","","","","","","","","","Parabolic trough","Under development","2016/09/28","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Royal Tech CSP Limited","","","","","","","","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","7","hours","Molten Salt","","","","","","published"
"5306","Gansu Akesai 50MW Molten Salt Trough project","","CN","  ","Gansu Province","Akesai","","","","","","","","","","Parabolic trough","Under development","2016/09/28","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Tianjin Binhai Concentrating Solar Power Investment Co., Ltd.","","","","","","","","","","Molten Salt","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","15","hours","Molten Salt","","","","","","published"
"5307","Rayspower Yumen 50MW Thermal Oil Trough project","","CN","  ","Gansu Province","Yumen","","","","","","","","","","Parabolic trough","Under construction","2017/01/31","September","1","2016","FiT","1.15","RMB/kWh","","","November","26","2016","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Yumen Zhongshangmingde CSP Co., Ltd","","","","","","","","","","Thermal oil","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","7","hours","Molten Salt","","","","","","Published"
"5308","Urat Middle Banner 100MW Thermal Oil Parabolic Trough project","","CN","  ","Inner Mongolia","Urat Middle Banner","","","","","","","","","","Parabolic trough","Under construction","2017/05/12","","","","","","","","","April","28","2017","","","2018","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Changzhou Royal Tech Solar Thermal Equipment Co., Ltd.","","","","","","","","","","Thermal Oil","","100.0","100.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","4","hours","Molten Salt","","","","","","Published"
"5309","Gulang 100MW Thermal Oil Parabolic Trough project","","CN","  ","Gansu Province","Wuwei","","","","","","","","","","Parabolic trough","Under development","2016/09/29","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Changzhou Royal Tech Solar Thermal Equipment Co., Ltd.","","","","","","","","","","Thermal oil","","100.0","100.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","7","hours","Molten Salt","","","","","","published"
"5310","Chabei 64MW Molten Salt Parabolic Trough project","","CN","  ","Hebei Province","Chabei","","","","","","","","","","Parabolic trough","Under development","2016/09/29","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","SkyFuel","","","","","","","","","","Molten Salt","","64.0","64.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","16","hours","Molten Salt","","","","","","published"
"5311","Dacheng Dunhuang 50MW Molten Salt Fresnel project","","CN","  ","Gansu Province","Dunhuang","","","","","","","","","","Linear Fresnel reflector","Under development","2016/09/29","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Lanzhou Dacheng Technology Co., Ltd","","","","","","","","","","Molten Salt","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","13","hours","Molten Salt","","","","","","published"
"5312","Zhangbei 50MW CSG Fresnel CSP project","","CN","  ","Hebei Province","Zhangbei","","","","","","","","","","Linear Fresnel reflector","Under development","2016/09/29","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Beijing TeraSolar Photothermal Technologies Co., Ltd","","","","","","","","","","Water/Steam","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","Other","14","hours","Solid state formulated concrete","","","","","","published"
"5313","Zhangjiakou 50MW CSG Fresnel project","","CN","  ","Hebei Province","Zhangbei","","","","","","","","","","Linear Fresnel reflector","Under development","2016/09/29","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Beijing TeraSolar Photothermal Technologies Co., Ltd","","","","","","","","","","Water/Steam","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","Other","14","hours","Solid state formulated concrete","","","","","","Published"
"5314","Urat 50MW Fresnel CSP project","","CN","  ","Inner Mongolia","Urat Middle Banner","","","","","","","","","","Linear Fresnel reflector","Under development","2016/09/29","","","","","","","","","","","","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Huaneng North United Power Co., Ltd.","","","","","","","","","","Thermal oil","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","6","hours","Molten Salt","","","","","","published"
"5315","Dadri ISCC Plant","","IN","  ","Uttar Pradesh","Dadri","","","","","","","","","","Linear Fresnel reflector","Under construction","2016/11/23","","","","","","","","","November","4","2016","September","","2017","","","","","","","14000","","The solar field will feed the solar thermal energy into the water-steam cycle of a 210 MW unit of the power station.","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Frenell","","","","Thermax","","","","","","Water","","14.0","","","MW","Steam Rankine","","","","","","","","","","","","","None","","","","The project involves the integration of a concentrated solar field into the Dadri coal fired power station.","","","","","published"
"6315","SunCan Dunhuang 10 MW Phase I","","CN","  ","Gansu Province","Dunhuang","","40","4","59.0","North","94","26","1.0","East","Power tower","Operational","2018/02/21","","","","","","","","","August","30","2014","December","26","2016","","","","420","RMB million","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","SunCan","","","","SunCan","","60","hectares","","","Molten salt","","10.0","10.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","15","hours","Molten salt","","","","","","Published"
"7315","Waad Al Shamal ISCC Plant","","SA","  ","","Waad Al Shamal","","","","","","","","","","Parabolic trough","Under construction","2017/02/07","","","","","","","","","","","","","","2018","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","General Electric","","","","","","","","","","","Thermal Oil","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","None","","","","","","","","","published"
"8315","MINOS","","GR","  ","Crete Island","Atherinolakos","","","","","","","","","","Power tower","Under development","2017/04/05","","","","Feed-In Tariff","0.278","Euro/kWh","25","","","","","","","2020","2200","Ground Meteo Station","Commercial","","","","","","","Nur Energie","www.nurenergie.com","Alex Phocas-Cosmetatos","apc@nurenergie.com","","","","","","","NUR Energie","","","","","","150","hectares","","","","","52.0","52.0","","MW","Steam Rankine","","","","","Dry cooling","","","","","","Diesel / biodiesel / biomass","15","2-tank indirect","5","hours","60% sodium nitrate, 40% potassium nitrate","The MINOS CSP Tower project has been awarded the NER300 award of the European Union and will contribute significantly to the decarbonisation of the Crete island electricity grid which is based on fuel oil and diesel oil. The project is currently under development.","","","","","published"
"8316","Aalborg CSP-Brønderslev CSP with ORC project","","DK","  ","North Jutland","Brønderslev","","57","15","16.0","North","9","59","19.0","East","Parabolic trough","Operational","2017/05/17","","","","","","","","","April","","2016","December","30","2016","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Aalborg CSP","","","","Aalborg CSP","","","","","","","","16.6","","MWth for production of heat and electricity","MW","Organic Rankine","","","","","","","","","","","","","None","","","","This page provides information on Aalborg-Brønderslev CSP project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"9316","Aurora Solar Energy Project","","AU","  ","","Port Augusta","","","","","","","","","","Power tower","Under development","2017/10/23","","","","","","","","","","","2018","","","2020","","","","650","$ million","","495000","Expected","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Solar Reserve","","","","","","","","","","Molten Salt","","150.0","135.0","","MW","Steam Rankine","","","","","Dry cooling","","","","","","","","2-tank direct","8","hours","Molten salt","","","","","","Published"
"9317","Likana Solar Energy Project","","CL","  ","Antofagasta Region","Likana","","","","","","","","","","Power tower","Under development","2017/10/31","","","","","","","","","","","2018","","","2021","","","","","","","2800000","Expected","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Solar Reserve","","","","","","","","","","Molten Salt","","390.0","390.0","","MW","Steam Rankine","","","","","Dry cooling","","","","","","","","2-tank direct","13","hours","Molten Salt","The project will be comprised of three 130 megawatt (MW) solar thermal towers each with 13 hours of full load energy storage, delivering 390 MW of continuous output, resulting in over 2,800 gigawatt-hours generated annually.","","","","","published"
"9318","Tamarugal Solar Energy Project","","CL","  ","Tarapacá region","Tamarugal","","","","","","","","","","Power tower","Under development","2017/10/31","","","","","","","","","","","2018","","","2021","","","","","","","2600000","Expected","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Solar Reserve","","","","","","","","","","Molten Salt","","450.0","450.0","","MW","","","","","","","","","","","","","","2-tank direct","13","hours","Molten Salt","The project will be comprised of three 150 megawatt (MW) solar thermal towers each with 13 hours of full load energy storage, delivering 459 MW of continuous output, resulting in over 2,600 gigawatt-hours generated annually.","","","","","published"
"10317","DEWA CSP Trough Project","","AE","  ","","Dubai","","","","","","","","","","Parabolic trough","Under development","2017/11/24","","","","","7.3","US cents per kWh","","","","","2018","","","2020","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","ACWA Power","Shanghai Electric","","","","","","","","","Thermal oil","","600.0","600.0","3x200 MW","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","10","hours","Molten salt","","","","","","Published"
"10318","DEWA CSP Tower Project","","AE","  ","","Dubai","","","","","","","","","","Power tower","Under development","2017/11/24","","","","","7.3","US cents per kWh","","","","","2018","","","2020","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","ACWA Power","Shanghai Electric","","","","","","","","","Molten salt","","100.0","100.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","15","hours","Molten salt","","","","","","published"

